Username,Rating,Review Text,casefolding,normalisasi,tokenize,stopword,stemming
Razka Ghina,1,Kenapa fitur link aja saya buka tidak ada tampilan MyPaylater tolong di perbaiki,kenapa fitur link aja saya buka tidak ada tampilan mypaylater tolong di perbaiki,kenapa fitur link saja saya buka tidak ada tampilan mypaylater tolong di perbaiki,"['kenapa', 'fitur', 'link', 'saja', 'saya', 'buka', 'tidak', 'ada', 'tampilan', 'mypaylater', 'tolong', 'di', 'perbaiki']","['fitur', 'link', 'buka', 'tampilan', 'mypaylater', 'tolong', 'perbaiki']","fitur, link, buka, tampil, mypaylater, tolong, baik"
Dadan Suherman,1,Selamat malam maaf saya mau tanya kenapa saya nggak bisa login Saya minta kode OTP tapi kenapa dikirimnya ke email sedangkan saya buka email juga nggak ada kode OTP nya Gimana solusinya Saya nanya apa Dijawabnya apa Nggak nyambung,selamat malam maaf saya mau tanya kenapa saya nggak bisa login saya minta kode otp tapi kenapa dikirimnya ke email sedangkan saya buka email juga nggak ada kode otp nya gimana solusinya saya nanya apa dijawabnya apa nggak nyambung,selamat malam maaf saya mau taya kenapa saya tidak bisa login saya meminta kode otp tapi kenapa dikirimya ke email sedangkan saya buka email juga tidak ada kode otp ya bagaimana solusiya saya naya apa dijawabya apa tidak yambung,"['selamat', 'malam', 'maaf', 'saya', 'mau', 'taya', 'kenapa', 'saya', 'tidak', 'bisa', 'login', 'saya', 'meminta', 'kode', 'otp', 'tapi', 'kenapa', 'dikirimya', 'ke', 'email', 'sedangkan', 'saya', 'buka', 'email', 'juga', 'tidak', 'ada', 'kode', 'otp', 'ya', 'bagaimana', 'solusiya', 'saya', 'naya', 'apa', 'dijawabya', 'apa', 'tidak', 'yambung']","['selamat', 'malam', 'maaf', 'taya', 'login', 'kode', 'otp', 'dikirimya', 'email', 'buka', 'email', 'kode', 'otp', 'solusiya', 'naya', 'dijawabya', 'yambung']","selamat, malam, maaf, taya, login, kode, otp, dikirimya, email, buka, email, kode, otp, solusiya, naya, dijawabya, yambung"
Eneng Risna,1,Gangguan lamagk ada penyelesaian,gangguan lamagk ada penyelesaian,gangguan lamagk ada penyelesaian,"['gangguan', 'lamagk', 'ada', 'penyelesaian']","['gangguan', 'lamagk', 'penyelesaian']","ganggu, lamagk, selesai"
Riki Maidar,5,mantap,mantap,mantap,['mantap'],['mantap'],mantap
M ASWAR ASHARI (Awaay),5,Good,good,good,['good'],['good'],good
Figen Pebrianza,1,Aplikasi apa inisaya udh top up lewat bank udh kali tapi saldo gak bertambahgimana cara kerja kaliankembalikan saldo saya ituaplikasi apa kaya gini,aplikasi apa inisaya udh top up lewat bank udh kali tapi saldo gak bertambahgimana cara kerja kaliankembalikan saldo saya ituaplikasi apa kaya gini,aplikasi apa inisaya sudah top up lewat bank sudah kali tapi saldo tidak bertambahgimana cara kerja kaliankembalikan saldo saya ituaplikasi apa kayak begini,"['aplikasi', 'apa', 'inisaya', 'sudah', 'top', 'up', 'lewat', 'bank', 'sudah', 'kali', 'tapi', 'saldo', 'tidak', 'bertambahgimana', 'cara', 'kerja', 'kaliankembalikan', 'saldo', 'saya', 'ituaplikasi', 'apa', 'kayak', 'begini']","['aplikasi', 'inisaya', 'top', 'up', 'bank', 'kali', 'saldo', 'bertambahgimana', 'kerja', 'kaliankembalikan', 'saldo', 'ituaplikasi', 'kayak']","aplikasi, inisaya, top, up, bank, kali, saldo, bertambahgimana, kerja, kaliankembalikan, saldo, ituaplikasi, kayak"
Muksin Cin,5,Ada ganguan yh,ada ganguan yh,ada ganguan ya,"['ada', 'ganguan', 'ya']",['ganguan'],ganguan
Syafa Risty fioneta,1,Gak bisa masuk,gak bisa masuk,tidak bisa masuk,"['tidak', 'bisa', 'masuk']",['masuk'],masuk
farid fhrzi,1,Bosok,bosok,bosok,['bosok'],['bosok'],bosok
Johan Wahyudi,5,Lancar jaya,lancar jaya,lancar jaya,"['lancar', 'jaya']","['lancar', 'jaya']","lancar, jaya"
Andri Kurniawan,1,Akhirnya aku hapus aplikasi ini sudah berapa juta aja saldo saya hilang ketika ngisi kartu tol dan tak bisa kembali Di suruh klik pusat bantuan gak ada respon Hati jika menggunakan aplikasi ini di saat ngisi kartu tol anda past akan hilang saldo anda dan tidak masuk di kartu tol anda,akhirnya aku hapus aplikasi ini sudah berapa juta aja saldo saya hilang ketika ngisi kartu tol dan tak bisa kembali di suruh klik pusat bantuan gak ada respon hati jika menggunakan aplikasi ini di saat ngisi kartu tol anda past akan hilang saldo anda dan tidak masuk di kartu tol anda,akhirnya aku hapus aplikasi ini sudah berapa juta saja saldo saya hilang ketika ngisi kartu tol dan tak bisa kembali di suruh klik pusat bantuan tidak ada respon hati jika menggunakan aplikasi ini di saat ngisi kartu tol anda pasti akan hilang saldo anda dan tidak masuk di kartu tol anda,"['akhirnya', 'aku', 'hapus', 'aplikasi', 'ini', 'sudah', 'berapa', 'juta', 'saja', 'saldo', 'saya', 'hilang', 'ketika', 'ngisi', 'kartu', 'tol', 'dan', 'tak', 'bisa', 'kembali', 'di', 'suruh', 'klik', 'pusat', 'bantuan', 'tidak', 'ada', 'respon', 'hati', 'jika', 'menggunakan', 'aplikasi', 'ini', 'di', 'saat', 'ngisi', 'kartu', 'tol', 'anda', 'pasti', 'akan', 'hilang', 'saldo', 'anda', 'dan', 'tidak', 'masuk', 'di', 'kartu', 'tol', 'anda']","['hapus', 'aplikasi', 'juta', 'saldo', 'hilang', 'ngisi', 'kartu', 'tol', 'suruh', 'klik', 'pusat', 'bantuan', 'respon', 'hati', 'aplikasi', 'ngisi', 'kartu', 'tol', 'hilang', 'saldo', 'masuk', 'kartu', 'tol']","hapus, aplikasi, juta, saldo, hilang, ngisi, kartu, tol, suruh, klik, pusat, bantu, respon, hati, aplikasi, ngisi, kartu, tol, hilang, saldo, masuk, kartu, tol"
patrick bintang darat,1,Baru kali ini mau nyoba link Anjhink ini ternyata kalo belum verifikasi ga bisa transaksi gaes bahkan pake qris puncuma bisa beli pulsa doangmana mahal mahal laginyesel gwga usah pake link Anjhink ini lahmending ovo atau dana aja udah ga ribet,baru kali ini mau nyoba link anjhink ini ternyata kalo belum verifikasi ga bisa transaksi gaes bahkan pake qris puncuma bisa beli pulsa doangmana mahal mahal laginyesel gwga usah pake link anjhink ini lahmending ovo atau dana aja udah ga ribet,baru kali ini mau mencoba link anjhink ini ternyata kalau belum verifikasi tidak bisa transaksi tidakes bahkan pakai qris puncuma bisa beli pulsa doangmana mahal mahal laginyesel gwtidak usah pakai link anjhink ini lahmending ovo atau dana saja sudah tidak ribet,"['baru', 'kali', 'ini', 'mau', 'mencoba', 'link', 'anjhink', 'ini', 'ternyata', 'kalau', 'belum', 'verifikasi', 'tidak', 'bisa', 'transaksi', 'tidakes', 'bahkan', 'pakai', 'qris', 'puncuma', 'bisa', 'beli', 'pulsa', 'doangmana', 'mahal', 'mahal', 'laginyesel', 'gwtidak', 'usah', 'pakai', 'link', 'anjhink', 'ini', 'lahmending', 'ovo', 'atau', 'dana', 'saja', 'sudah', 'tidak', 'ribet']","['kali', 'mencoba', 'link', 'anjhink', 'verifikasi', 'transaksi', 'tidakes', 'pakai', 'qris', 'puncuma', 'beli', 'pulsa', 'doangmana', 'mahal', 'mahal', 'laginyesel', 'gwtidak', 'pakai', 'link', 'anjhink', 'lahmending', 'ovo', 'dana', 'ribet']","kali, coba, link, anjhink, verifikasi, transaksi, tidakes, pakai, qris, puncuma, beli, pulsa, doangmana, mahal, mahal, laginyesel, gwtidak, pakai, link, anjhink, lahmending, ovo, dana, ribet"
Agus Siswanto,5,Badan Usaha Penggelola Layanan Keuangan Apa Berubah Nama PTfintek finarya Menjadi PTfintek Karya NusantaraApa jadinya Para NasabahPenabungApa Layanan Dan Nomer Seri Pembayaran Berubah PulaBagai mana jadi nya Harta²Kekayaan Golongan Nasib nyaApa Telkom Merelakan Banyak nya Badan Usaha Besar yang Tutup Bangkrut,badan usaha penggelola layanan keuangan apa berubah nama ptfintek finarya menjadi ptfintek karya nusantaraapa jadinya para nasabahpenabungapa layanan dan nomer seri pembayaran berubah pulabagai mana jadi nya harta²kekayaan golongan nasib nyaapa telkom merelakan banyak nya badan usaha besar yang tutup bangkrut,badan usaha penggelola layanan keuangan apa berubah nama ptfintek finarya menjadi ptfintek karya nusantaraapa jadiya para nasabahpenabungapa layanan dan nomer seri pembayaran berubah pulabagai mana jadi ya harta²kekayaan golongan nasib yaapa telkom merelakan bayak ya badan usaha besar yang tutup bangkrut,"['badan', 'usaha', 'penggelola', 'layanan', 'keuangan', 'apa', 'berubah', 'nama', 'ptfintek', 'finarya', 'menjadi', 'ptfintek', 'karya', 'nusantaraapa', 'jadiya', 'para', 'nasabahpenabungapa', 'layanan', 'dan', 'nomer', 'seri', 'pembayaran', 'berubah', 'pulabagai', 'mana', 'jadi', 'ya', 'harta²kekayaan', 'golongan', 'nasib', 'yaapa', 'telkom', 'merelakan', 'bayak', 'ya', 'badan', 'usaha', 'besar', 'yang', 'tutup', 'bangkrut']","['badan', 'usaha', 'penggelola', 'layanan', 'keuangan', 'berubah', 'nama', 'ptfintek', 'finarya', 'ptfintek', 'karya', 'nusantaraapa', 'jadiya', 'nasabahpenabungapa', 'layanan', 'nomer', 'seri', 'pembayaran', 'berubah', 'pulabagai', 'harta²kekayaan', 'golongan', 'nasib', 'yaapa', 'telkom', 'merelakan', 'bayak', 'badan', 'usaha', 'tutup', 'bangkrut']","badan, usaha, penggelola, layan, uang, ubah, nama, ptfintek, finarya, ptfintek, karya, nusantaraapa, jadiya, nasabahpenabungapa, layan, nomer, seri, bayar, ubah, pulabagai, harta kaya, golong, nasib, yaapa, telkom, rela, bayak, badan, usaha, tutup, bangkrut"
Debby Irfandinata,1,tidak bisa login karena kode verifikasi tidak masuk ke email pelayanan call center tidak bagus no call center tidak jelas yang mana,tidak bisa login karena kode verifikasi tidak masuk ke email pelayanan call center tidak bagus no call center tidak jelas yang mana,tidak bisa login karena kode verifikasi tidak masuk ke email pelayanan call center tidak bagus no call center tidak jelas yang mana,"['tidak', 'bisa', 'login', 'karena', 'kode', 'verifikasi', 'tidak', 'masuk', 'ke', 'email', 'pelayanan', 'call', 'center', 'tidak', 'bagus', 'no', 'call', 'center', 'tidak', 'jelas', 'yang', 'mana']","['login', 'kode', 'verifikasi', 'masuk', 'email', 'pelayanan', 'call', 'center', 'bagus', 'no', 'call', 'center']","login, kode, verifikasi, masuk, email, layan, call, center, bagus, no, call, center"
Roby Kusuma,1,Tiap mau kirim uang transaksi sering gagal,tiap mau kirim uang transaksi sering gagal,tiap mau kirim uang transaksi sering gagal,"['tiap', 'mau', 'kirim', 'uang', 'transaksi', 'sering', 'gagal']","['kirim', 'uang', 'transaksi', 'gagal']","kirim, uang, transaksi, gagal"
Arief Efendy,1,Saya tidak pernah ngajukan pinjaman tapi kenapa nomer saya di pakai orang lain buat melakukan pinjaman di kredivo tolong blok aja akun mengatas nama kan saya,saya tidak pernah ngajukan pinjaman tapi kenapa nomer saya di pakai orang lain buat melakukan pinjaman di kredivo tolong blok aja akun mengatas nama kan saya,saya tidak pernah ngajukan pinjaman tapi kenapa nomer saya di pakai orang lain buat melakukan pinjaman di kredivo tolong blok saja akun mengatas nama kan saya,"['saya', 'tidak', 'pernah', 'ngajukan', 'pinjaman', 'tapi', 'kenapa', 'nomer', 'saya', 'di', 'pakai', 'orang', 'lain', 'buat', 'melakukan', 'pinjaman', 'di', 'kredivo', 'tolong', 'blok', 'saja', 'akun', 'mengatas', 'nama', 'kan', 'saya']","['ngajukan', 'pinjaman', 'nomer', 'pakai', 'orang', 'pinjaman', 'kredivo', 'tolong', 'blok', 'akun', 'mengatas', 'nama']","ngajukan, pinjam, nomer, pakai, orang, pinjam, kredivo, tolong, blok, akun, atas, nama"
Raij (RJ),4,Aplikasi melakukan aksi push notifikasi yang sama berkalikali Tapi pas dibuka hanya ada notifikasi Walau notifikasi sudah dilihat aplikasi masih push notifikasi yang sama,aplikasi melakukan aksi push notifikasi yang sama berkalikali tapi pas dibuka hanya ada notifikasi walau notifikasi sudah dilihat aplikasi masih push notifikasi yang sama,aplikasi melakukan aksi push notifikasi yang sama berkalikali tapi pas dibuka hanya ada notifikasi walau notifikasi sudah dilihat aplikasi masih push notifikasi yang sama,"['aplikasi', 'melakukan', 'aksi', 'push', 'notifikasi', 'yang', 'sama', 'berkalikali', 'tapi', 'pas', 'dibuka', 'hanya', 'ada', 'notifikasi', 'walau', 'notifikasi', 'sudah', 'dilihat', 'aplikasi', 'masih', 'push', 'notifikasi', 'yang', 'sama']","['aplikasi', 'aksi', 'push', 'notifikasi', 'berkalikali', 'pas', 'dibuka', 'notifikasi', 'notifikasi', 'aplikasi', 'push', 'notifikasi']","aplikasi, aksi, push, notifikasi, berkalikali, pas, buka, notifikasi, notifikasi, aplikasi, push, notifikasi"
Amei Ramdhanny,1,Aplikasi jelekdi aplikasi suruh verifikasi emailudah d verifikasi email malah gak bisa d klik ataupun salin tautan,aplikasi jelekdi aplikasi suruh verifikasi emailudah d verifikasi email malah gak bisa d klik ataupun salin tautan,aplikasi jelekdiii aplikasi suruh verifikasi emailudiiah dii verifikasi email malah tidiak bisa dii klik ataupun salin tautan,"['aplikasi', 'jelekdiii', 'aplikasi', 'suruh', 'verifikasi', 'emailudiiah', 'dii', 'verifikasi', 'email', 'malah', 'tidiak', 'bisa', 'dii', 'klik', 'ataupun', 'salin', 'tautan']","['aplikasi', 'jelekdiii', 'aplikasi', 'suruh', 'verifikasi', 'emailudiiah', 'dii', 'verifikasi', 'email', 'tidiak', 'dii', 'klik', 'salin', 'tautan']","aplikasi, jelekdiii, aplikasi, suruh, verifikasi, emailudiiah, dii, verifikasi, email, tidiak, dii, klik, salin, taut"
Eva Natalia,5,Sangat baik,sangat baik,sangat baik,"['sangat', 'baik']",[],
Ayat Toyat,4,Bagus dan bermanfaat,bagus dan bermanfaat,bagus dan bermanfaat,"['bagus', 'dan', 'bermanfaat']","['bagus', 'bermanfaat']","bagus, manfaat"
Nuzul Ikhwan,1,Banyak kali ppnnya enak pakek dana,banyak kali ppnnya enak pakek dana,banyak kali ppnnya enak pakai dana,"['banyak', 'kali', 'ppnnya', 'enak', 'pakai', 'dana']","['kali', 'ppnnya', 'enak', 'pakai', 'dana']","kali, ppnnya, enak, pakai, dana"
Miyako 606,1,terlalu di persulit untuk upgrade pro padahal fto eKTP sudah sangat amat jelasssssssssss tapi alasannya foto kurang jelasssssssssss tidak seperti aplikasi sebelah mudah di gunakan dan tidak sulit seperti ini auto uninstall aja ya bukannya mempermudah malah mempersulitjangan pernah ada yang download lagi sebelum fitur pro nya di perbaikilihat tuh aplikasi sebelah mudah tidak repot seperti ini,terlalu di persulit untuk upgrade pro padahal fto ektp sudah sangat amat jelasssssssssss tapi alasannya foto kurang jelasssssssssss tidak seperti aplikasi sebelah mudah di gunakan dan tidak sulit seperti ini auto uninstall aja ya bukannya mempermudah malah mempersulitjangan pernah ada yang download lagi sebelum fitur pro nya di perbaikilihat tuh aplikasi sebelah mudah tidak repot seperti ini,terlalu di persulit untuk upgrade pro padahal foto ektp sudah sangat amat jelasssssssssss tapi alasanyang foto kurang jelasssssssssss tidak seperti aplikasi sebelah mudah di gunakan dan tidak sulit seperti ini auto uninstall saja yang bukanyang mempermudah malah mempersulitjangan pernah ada yangng download lagi sebelum fitur pro yang di perbaikilihat tuh aplikasi sebelah mudah tidak repot seperti ini,"['terlalu', 'di', 'persulit', 'untuk', 'upgrade', 'pro', 'padahal', 'foto', 'ektp', 'sudah', 'sangat', 'amat', 'jelasssssssssss', 'tapi', 'alasanyang', 'foto', 'kurang', 'jelasssssssssss', 'tidak', 'seperti', 'aplikasi', 'sebelah', 'mudah', 'di', 'gunakan', 'dan', 'tidak', 'sulit', 'seperti', 'ini', 'auto', 'uninstall', 'saja', 'yang', 'bukanyang', 'mempermudah', 'malah', 'mempersulitjangan', 'pernah', 'ada', 'yangng', 'download', 'lagi', 'sebelum', 'fitur', 'pro', 'yang', 'di', 'perbaikilihat', 'tuh', 'aplikasi', 'sebelah', 'mudah', 'tidak', 'repot', 'seperti', 'ini']","['persulit', 'upgrade', 'pro', 'foto', 'ektp', 'jelasssssssssss', 'alasanyang', 'foto', 'jelasssssssssss', 'aplikasi', 'sebelah', 'mudah', 'sulit', 'auto', 'uninstall', 'bukanyang', 'mempermudah', 'mempersulitjangan', 'yangng', 'download', 'fitur', 'pro', 'perbaikilihat', 'tuh', 'aplikasi', 'sebelah', 'mudah', 'repot']","sulit, upgrade, pro, foto, ektp, jelasssssssssss, alasanyang, foto, jelasssssssssss, aplikasi, belah, mudah, sulit, auto, uninstall, bukanyang, mudah, mempersulitjangan, yangng, download, fitur, pro, perbaikilihat, tuh, aplikasi, belah, mudah, repot"
Mijil Dipo Pringgokusti,1,Aplikasi pembohong Saya sudah top up emoney di Aplikasi ini senilai saldo masih belum masuk tapi saldo aplikasi sudah berkurang saya sudah nunggu lebih dari jam gak ada respon sama sekali Live chat juga gak guna gak direspon call center juga gak bisa di hubungi Emang Linkaja aplikasi pembohong,aplikasi pembohong saya sudah top up emoney di aplikasi ini senilai saldo masih belum masuk tapi saldo aplikasi sudah berkurang saya sudah nunggu lebih dari jam gak ada respon sama sekali live chat juga gak guna gak direspon call center juga gak bisa di hubungi emang linkaja aplikasi pembohong,aplikasi pembohong saya sudah top up emoney di aplikasi ini senilai saldo masih belum masuk tapi saldo aplikasi sudah berkurang saya sudah menunggu lebih dari jam tidak ada respon sama sekali live chat juga tidak guna tidak direspon call center juga tidak bisa di hubungi memang linkaja aplikasi pembohong,"['aplikasi', 'pembohong', 'saya', 'sudah', 'top', 'up', 'emoney', 'di', 'aplikasi', 'ini', 'senilai', 'saldo', 'masih', 'belum', 'masuk', 'tapi', 'saldo', 'aplikasi', 'sudah', 'berkurang', 'saya', 'sudah', 'menunggu', 'lebih', 'dari', 'jam', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'live', 'chat', 'juga', 'tidak', 'guna', 'tidak', 'direspon', 'call', 'center', 'juga', 'tidak', 'bisa', 'di', 'hubungi', 'memang', 'linkaja', 'aplikasi', 'pembohong']","['aplikasi', 'pembohong', 'top', 'up', 'emoney', 'aplikasi', 'senilai', 'saldo', 'masuk', 'saldo', 'aplikasi', 'berkurang', 'menunggu', 'jam', 'respon', 'live', 'chat', 'direspon', 'call', 'center', 'hubungi', 'linkaja', 'aplikasi', 'pembohong']","aplikasi, bohong, top, up, emoney, aplikasi, nila, saldo, masuk, saldo, aplikasi, kurang, tunggu, jam, respon, live, chat, direspon, call, center, hubung, linkaja, aplikasi, bohong"
Firdaus Nata,1,Nyimpen saldo disini tahun yg lalu skr baru log in lagi dg akun yg sama tapi saldo hilang walaupun ga banyak tp kog bisaaa dulu pake link aja karna diwajibkan dari kantor bumn juga katanya aplikasi resmi bumn ya link aja Pikir² lg deh kalo mau pake aplikasi ini,nyimpen saldo disini tahun yg lalu skr baru log in lagi dg akun yg sama tapi saldo hilang walaupun ga banyak tp kog bisaaa dulu pake link aja karna diwajibkan dari kantor bumn juga katanya aplikasi resmi bumn ya link aja pikir² lg deh kalo mau pake aplikasi ini,menyimpan saldo disinii tahun yangng lalu sekarang baru log ini lagi dentidakn akun yangng sama tapi saldo hilang walaupun tidak banyangk tapi kok bisa dulu pakai linik ssaja karena diwajibkan dari kantor bumn jutidak katanyang aplikasi resmi bumn yang linik ssaja pikir² lagi deh kalau mau pakai aplikasi inii,"['menyimpan', 'saldo', 'disinii', 'tahun', 'yangng', 'lalu', 'sekarang', 'baru', 'log', 'ini', 'lagi', 'dentidakn', 'akun', 'yangng', 'sama', 'tapi', 'saldo', 'hilang', 'walaupun', 'tidak', 'banyangk', 'tapi', 'kok', 'bisa', 'dulu', 'pakai', 'linik', 'ssaja', 'karena', 'diwajibkan', 'dari', 'kantor', 'bumn', 'jutidak', 'katanyang', 'aplikasi', 'resmi', 'bumn', 'yang', 'linik', 'ssaja', 'pikir²', 'lagi', 'deh', 'kalau', 'mau', 'pakai', 'aplikasi', 'inii']","['menyimpan', 'saldo', 'disinii', 'yangng', 'log', 'dentidakn', 'akun', 'yangng', 'saldo', 'hilang', 'banyangk', 'pakai', 'linik', 'ssaja', 'diwajibkan', 'kantor', 'bumn', 'jutidak', 'katanyang', 'aplikasi', 'resmi', 'bumn', 'linik', 'ssaja', 'pikir²', 'deh', 'pakai', 'aplikasi', 'inii']","simpan, saldo, sini, yangng, log, dentidakn, akun, yangng, saldo, hilang, banyangk, pakai, lik, ssaja, wajib, kantor, bumn, jutidak, katanyang, aplikasi, resmi, bumn, lik, ssaja, pikir, deh, pakai, aplikasi, ini"
Wahyu Sandy Hidayatullah,1,Linkaja livechat tidak menyelesaikan masalah atau memberi solusi fitur unggah bukti gagal terus apa perlu lapor admin gerindra,linkaja livechat tidak menyelesaikan masalah atau memberi solusi fitur unggah bukti gagal terus apa perlu lapor admin gerindra,linkaja livechat tidak menyelesaikan masalah atau memberi solusi fitur unggah bukti gagal terus apa perlu lapor admin gerindra,"['linkaja', 'livechat', 'tidak', 'menyelesaikan', 'masalah', 'atau', 'memberi', 'solusi', 'fitur', 'unggah', 'bukti', 'gagal', 'terus', 'apa', 'perlu', 'lapor', 'admin', 'gerindra']","['linkaja', 'livechat', 'menyelesaikan', 'solusi', 'fitur', 'unggah', 'bukti', 'gagal', 'lapor', 'admin', 'gerindra']","linkaja, livechat, selesai, solusi, fitur, unggah, bukti, gagal, lapor, admin, gerindra"
