stemming,label,weight,Rating
"jelekkkk, link, sajatransaksi, emoney, sukses, update, saldo, nambahudah, kali, jutidaka, tidakitumna, nuntidaktidaku, semintidaktidaku, duitya, balikjelekkk, link, sktidakjelek, jelekk",positive,0 + 0 + 0 + 0 + 3 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 5,1
"linkaja, livechatsoalnya, ganti, nomor, hpsangat, kecewa, respon, live, chat",positive,0 + 0 + -3 + 0 + 0 + 0 + 2 + 3 + 3 = 5,1
"coba, sedia, atur, rubah, nomor, handphone, linkaja, grapari, linkaja, bingung",negative,-2 + 2 + -4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -4,2
"apk, untung, buntung, kirim, uang, biaya, admin, kirim, uang, adminnya, sesal, instal, apk",negative,0 + -3 + 0 + 2 + 0 + 0 + 0 + 2 + 0 + 0 + -1 + 0 + 0 = 0,1
"tahan, saldo",positive,-1 + 2 = 1,1
"kecewa, aplikasi, kecewa",negative,0 + 0 + 0 = 0,1
"bayar, paket, data, warning, ganggu, sistem, karya, anak, bangsa, malu, nih, vo, gopay, debet, bank, dll, sat, set, selesai",positive,-1 + 4 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 = 2,1
"sayang, beli, pulsa, masuk, pending, ganggu",negative,-3 + -2 + 0 + 0 + 0 + 0 = -5,5
"asli, nih, aplikasi, sebal",positive,2 + 0 + 0 + 0 = 2,1
"sesal, gue, aplikasi, linkaja, upgrade, full, isi, data, tolong, hambat, upgrade, full, data, adminsantidakt, rekomendasi",negative,-1 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 = -6,1
mantap,positive,5 = 5,5
ok,positive,4 = 4,5
bagus,negative,-2 = -2,5
"paylater, beli, pulsadan, gabung, link, muas, aplikasi",positive,0 + -2 + 0 + 0 + 0 + 5 + 0 = 3,1
"keren, aplikasiya, sayang, buka, gara, gara, imail, lupa, pasword",negative,0 + 0 + -3 + -3 + 0 + 0 + 0 + -1 + 0 = -7,3
"laamaaaa, banget, proses, upgrade, tarik, duit",positive,0 + 1 + 1 + 0 + 2 + 0 = 4,2
"isi, pulsa, masuk, lapor, livechat, tyta, ai, solusi, kecewa",positive,-2 + 0 + 0 + 2 + 0 + 0 + 0 + 3 + 0 = 3,1
ok,positive,4 = 4,5
"woii, banget, update, data, tau, orang, tarik, saldo, aju, data, proses, kerja, makan, gaji, aplikasi",positive,0 + 1 + 0 + 0 + 0 + 0 + 2 + 2 + 0 + 0 + 1 + 2 + -1 + 0 + 0 = 7,2
ok,positive,4 = 4,5
"upgrade, jam, jam",negative,0 + 0 + 0 = 0,1
"isi, saldo, shopypay, masuk, tolong, baik",negative,-2 + 2 + 0 + 0 + -3 + -3 = -6,3
"pilih, verifikasi, selaij, email",negative,0 + 0 + 0 + 0 = 0,1
"live, chat, top, up, gilir, pakai, pin, salah, menu, lupa, pin, live, chat, gue, tungguin, jam, balas, jir, aplikasi, tipu",positive,3 + 3 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 3 + 3 + 0 + 0 + 0 + -1 + 0 + 0 + 0 = 15,1
"tumbendi, isi, transaksi",positive,0 + -2 + 4 = 2,2
"ling, syah, buka, duit, nya, nih",negative,0 + 0 + -3 + 0 + 0 + 0 = -3,5
trimakasih,positive,4 = 4,5
"mohon, sulit, saldo, ku, risi, akun, sulit",negative,-2 + 0 + 2 + 0 + 0 + 0 + 0 = 0,1
"sudiiiiah, diiii, updiiiiate, diiiiisuruh, muluh, cek, padiiiiahal, sudiiiiah, diiii, cek, diiii, suruh, berhasilyang, tolong, diiii, baik, updiiiiate, sayang, kasih, binitang",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + -3 + 0 + -3 + -2 + 0 = -11,3
"tolong, kasih, menu, ganti, nomor, hp, ewallet, belah, masuk, passwordpin, otp",negative,-3 + -2 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -8,1
"aplikasi, tahi, kucinguntuk, transaksi, ssaja, persulitharus, pakai, upgrede, segalapadahal, ktp, kebaya, buram, kaburkarena, urus, ktp, ktp, laku, umur, hidupg, seyaman, aplikasi, dana, cepat, simplepantas, ssaja, out, let, langka, jarangmungkin",positive,0 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -4 + 0 + 0 + 0 + 4 + -3 + 0 + 0 + 0 + 0 + 0 + 0 = 1,1
"force, close, daftar, aplikasi, busuk",negative,0 + 0 + -1 + 0 + 0 = -1,1
"dompet, digital, link, dompet, digital, bokbrokkk, layan, sulit, mnghungi, vostomer, service, haya, chat, lamban, robotttt, sampah, dompet, digital, danaovogojek, dll, mudah, akses, akun, mndptkan, kode, otp, hello, akses, masuk, kau, haya, email, orang, masuk, email, alsan, hp, hilng, lupa, sandi, nomor, pendptran, email, aktif, email, masuk, auto, unisal, aplikasi, sampah",negative,0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -4 + 2 + 0 + 0 + 0 + 0 + 2 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 = 0,5
"akun, diaksesaplikasi, ribet",negative,0 + 0 + 0 = 0,1
"jelek, full, serfice, upgradenya",negative,0 + 0 + 0 + 0 = 0,1
"kecewa, link, ssaja, sekian, pakai, bayar, listrik, tokennya, via, sms, sms, masuk, agent, link, ssaja, tanggung, jawab",negative,0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 = -4,5
ok,positive,4 = 4,5
"aktif, linkaja, eg, tebuka, linkaja, puyaku",negative,-2 + 0 + 0 + 0 + 0 + 0 = -2,5
mantap,positive,5 = 5,5
bagus,negative,-2 = -2,5
"bantu, akun, full, servia",negative,-3 + 0 + 0 + 0 = -3,5
"susah, masuk, jaring, bagus",positive,0 + 0 + 3 + -2 = 1,3
"aplikasi, beli, token, listrik, statusya, sukses, token, kunjung, kirim, via, sms, jelas, operator, linkaja, rp, token, listrik, kirim, sekarangchat, live, susah, hubung",positive,0 + -2 + 0 + 0 + 0 + 3 + 0 + -3 + 2 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 3 + 0 + -1 = 3,2
"good, aplikasi",positive,5 + 0 = 5,5
"tanggal, beli, token, listrik, link, saldo, potong, nomor, token, kirim, sms, dapat, dana, rp, hilang, nomor, token, listrik",positive,0 + -2 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 2 + 0 + -2 + 4 + 0 + -3 + 0 + 0 + 0 = 1,1
"manfaat, mudah, moga, link, lancar, amanah",positive,5 + -4 + 1 + 0 + -4 + 5 = 3,5
bagus,negative,-2 = -2,5
"jelek, apk, kirim, uang, uang, hilang, bulan, hati, hati, bahaya, apk, amanah",negative,0 + 0 + 2 + 0 + 0 + -3 + 0 + -2 + -2 + 0 + 0 + 5 = 0,1
"tari, atm, saldo, potong, lapor, customer, service, oper, email, robot, doang, kayak, beles, duit, bayar, makan, rumah, sakit",positive,1 + 0 + 2 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + -1 + -1 + 3 + 0 = 5,1
"beli, token, listrik, pln, nila, tanggal, aplikasi, sukses, token, kirim, sms, no, daftar, link, aplikasi, sampah",positive,-2 + 0 + 0 + 0 + 2 + 0 + 0 + 3 + 0 + 2 + 0 + 0 + -1 + 0 + 0 + 0 = 4,1
"tolong, uduk, kirim, kode, otp, serta, opsi, wa, mengsinkronisasi, wonder, bni, e, walet, link",positive,-3 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 1,1
ok,positive,4 = 4,5
upgrade,negative,0 = 0,1
"kirim, bank, nama, bikin, salah, kirim",positive,2 + 0 + 0 + 0 + 0 + 2 = 4,1
okee,negative,0 = 0,4
"payah, ganti, nomor, kayak, ewallet, biru, ganti, nomor",negative,0 + -3 + 0 + 0 + 0 + 0 + -3 + 0 = -6,1
"install, langsung, uninstall, verifikasi, susah, baca, ulas, bintang, jelek",negative,0 + 3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 = 0,1
"pakai, apk, transaksi, qr, link, nya, sukses, terima, hadeh",positive,0 + 0 + 4 + 0 + 0 + 0 + 3 + 2 + 0 = 9,1
"ganti, nama, bug",negative,-3 + 0 + 0 = -3,1
"top, up, saldo, gilir, bayar, muncul, notif, cek, koneksi, internet, buka, app, aman",negative,5 + 0 + 2 + 0 + -1 + -1 + 0 + 0 + -2 + 0 + -3 + 0 + 0 = 0,1
"apl, bngsat",negative,0 + 0 = 0,1
"kali, loading, chat, agent",positive,0 + 0 + 3 + 0 = 3,3
"apa, transfer, bank, kena, pending, balikin, saldo, admin, potong, salah, sistem, baik, transaksi, gagal, biaya, admin, kena",positive,0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + -3 + 4 + 0 + 0 + 0 + 0 = 3,1
"lupa, email, verivikasi, mohon, bantu",negative,-1 + 0 + 0 + -2 + -3 = -6,3
"pusink, kena, linkaja",negative,0 + 0 + 0 = 0,3
"proses, verifikasi, akun, full, service, mohon, baik, aplikasi, linkaja, kalah, saing, aplikasi, laiya",negative,1 + 0 + 0 + 0 + 0 + -2 + -3 + 0 + 0 + 0 + 0 + 0 + 0 = -4,1
okay,positive,4 = 4,5
"chat, agen, susah, ampun, tanggap, chat, live, direspon, tnggap, maslaah, aplikasisangat, disayangntidakan",positive,3 + 0 + 0 + -1 + 3 + 3 + 3 + 0 + 0 + 0 + 0 + 0 = 11,2
"lancar, layan",negative,-4 + -2 = -6,5
"sayang, upgrade, soalyang, uang, sayang, dalem, situ, transfer, upgrade",negative,-3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 = -6,1
"kirim, saldo, baca, transaksi, gagal, history, hasil, gua, cek, saldo, teryata, potong, gua, cek, akun, baca, bini, gua, teryata, masuk, nih, pusat, bantu, tanggap, transaksi, sukses, pusat, bantu, tuh, admin, live, computer, tolol",positive,2 + 2 + -3 + 4 + 0 + 0 + 3 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 3 + -3 + 3 + 4 + 3 + 3 + -3 + 0 + 0 + 3 + 0 + 0 = 20,1
"jelek, banget, aplikasi, live, chat, fungsi, saldo, tarik, token, listrik, kirim, kirim, adu, aju, melahlui, live, chatt, ketik, aneh, banget",positive,0 + 1 + 0 + 3 + 3 + 0 + 2 + 2 + 0 + 0 + 2 + 2 + 0 + 0 + 0 + 3 + 0 + 0 + -4 + 1 = 15,1
"harga, pulsa, curek",positive,3 + 0 + 0 = 3,1
"sssudah, topup, saldo, linksaja, indomarttransaksi, suksestapi, saldo, masuk, ssudah, kali, jamchat, live, tenang, saldo, ssudah, hasil, masuk, adakok, link, iyatopup, ribu",positive,0 + 0 + 2 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 3 + -5 + 2 + 0 + 3 + 0 + 0 + 0 + 0 + 0 = 7,5
"aplikasi, tarik, uang, alfamart, sssaja, eror, proses, verifikasi, jutidak, bubarin, sssaja, bos, apknya, enak, pakai, gopay, tanggung, ntidakmbil, duit, sssaja, verifikasi, tidaktidakl",positive,0 + 2 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 3 + 0 + -5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 1,1
"motong, saldo, uang, orang, no, token, listrik, kasih, lapor, customer, service, hasil, kirim, no, token, listrikny, kecewa, berat",positive,0 + 2 + 0 + 0 + 0 + 0 + 0 + -2 + 2 + 0 + 0 + 3 + 2 + 0 + 0 + 0 + 0 + 0 = 7,1
"apk, kemarin, transaksi, beli, token, listrik, masuk, kode, token, kirim, saldo, kurang",positive,0 + 0 + 4 + -2 + 0 + 0 + 0 + 0 + 0 + 2 + 2 + 0 = 6,1
"beli, token, listrik, masuk, proses",negative,-2 + 0 + 0 + 0 + 1 = -1,1
"aplikasi, tipu, rugi, orang, moga, orang, baca, alami, alam, buruk, alami, call, center, enak, kal, transaksi, beli, token, bayak, kataya, via, sms, kirim, ambil, jelas, kecewa, label, syariah, ambil, uang, nasabah, call, center, habis, pulsa, sengaja, tanggap, aplikasi, sebaikya, hilang, aplikasi, edar",negative,0 + 0 + 0 + 0 + 1 + 0 + -3 + 0 + -2 + 0 + 0 + 0 + 0 + -5 + 0 + 4 + -2 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + 0 + -3 + 0 + 0 + 3 + 0 + 0 + -3 + 0 + 2 = -3,1
ok,positive,4 = 4,5
"aplikasi, maling, beli, token, listrik, status, sukses, nomor, token, kirim, no, hp, muncul, lapor, livechat, balas, bot, solusi",positive,0 + 0 + -2 + 0 + 0 + 0 + 3 + 0 + 0 + 2 + 0 + 0 + -1 + 2 + 0 + -1 + 0 + 3 = 6,1
"apaaalikasi, masah, kirim, padaahal, saldo, pas, kasih, masuk, nomor, rekening, bank, oo, saldo, jadai, koksong, apaaa, apaaalikasi, apaaa, jelek, banget, apaaa, downloada, rugi, apaaalikasi, dana, bagus, padaa, apaaalikasi, jelek, banget",positive,0 + 0 + 2 + 0 + 2 + 3 + -2 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 4 + -2 + 0 + 0 + 0 + 1 = 11,1
"bagus, percaya",negative,-2 + 2 = 0,5
ok,positive,4 = 4,5
"keluh, pending, bos",positive,0 + 0 + 3 = 3,2
"isi, kuota, pending, hari, banget, transaksi, apa, bayar, admin, parah",positive,-2 + 0 + 0 + 0 + 1 + 4 + 0 + -1 + 0 + 0 = 2,2
"pusat, bantu, sulit, paham, lapor, token, listrik, masuk",positive,3 + -3 + 0 + 0 + 2 + 0 + 0 + 0 = 2,1
"aneh, lapaoran, luah, transaksi, hasil, tapai, ana, belu, masuk, lapaoran, pakai, live, chat, tidiak, myambung, maunyaabikin, diongkolkayak, orang, tolol, lapaaran, keluh, live, chat, nya, tidiak, ada, bantuannyaa, sekaliooooii, apalikasi, linkaja, cepat, proses, ana, diongkol",positive,-4 + 0 + 0 + 4 + 3 + 0 + -2 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + -4 + 0 + 0 + 0 + 0 + -3 + 1 + -2 + 0 = 5,1
"tolong, baik, sistem, live, chat, proses, tangan, xjam",positive,-3 + -3 + 0 + 3 + 3 + 1 + 1 + 0 = 2,1
"muncul, riwayat, transaksi, pending, kali, masuk, apk, tekan, riwayat, muncul, tolong, lancar",negative,-1 + 0 + 4 + 0 + 0 + 0 + 0 + -1 + 0 + -1 + -3 + -4 = -6,2
"moga, syariah",positive,1 + 0 = 1,5
"top, up, saldo, bank, hasil, saldo, linkaja, tambah, bikin, adu, live, chat, bukti, transfer, fileya, kirim, ribet",positive,5 + 0 + 2 + 0 + 3 + 2 + 0 + 3 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 2 + 0 = 23,1
"aplikasi, bayak, customer, service, susah, hubung",negative,0 + 0 + 0 + 0 + 0 + -1 = -1,1
"awas, hati, pakai, aplikasi, aplikasi, tipu, bayak, korban, gue, topup, masuk, bank, hasil, hubung, customer, service, segi, mana, bot, isiya",negative,-4 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + -1 + 0 + 0 + 0 + 0 + 0 + 0 = -4,1
"upgrade, transaksi, mudah, top, up, gagal, notice, saldo, minimum, saldo, rekening, maksud, saldo, bilang, payah, tolong, baik, perhati",positive,0 + 4 + -4 + 5 + 0 + 0 + 0 + 2 + 0 + 2 + 0 + -3 + 2 + 0 + 0 + -3 + -3 + 0 = 2,5
"masak, transfer, pending, jam, masuk, apk, bagus, rugi, ina, parah",negative,-2 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 = -4,1
"susah, hubung, customer, service",negative,0 + -1 + 0 + 0 = -1,1
"aplikasi, sampah, call, center, live, chat, responnya, lamaaaaa, respon, alamat, email, jutidak",positive,0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 2 + 0 + 0 + 0 = 8,1
"bab, pas, orang, kirim, uang, linkaja, aplikasi, blokir, login",positive,0 + 3 + 0 + 2 + 0 + 0 + 0 + 0 + 0 = 5,1
mantap,positive,5 = 5,5
"link, syariah, menentramkan, sesuai, syariah, yuk, install, temanteman, ganti, ewallet, syariah",positive,0 + 0 + 0 + 3 + 0 + 4 + 0 + 0 + -3 + 0 + 0 = 4,5
"dana, masuk, live, chat, masuk, file, slow, respon",positive,4 + 0 + 3 + 3 + 0 + 0 + 1 + 2 = 13,1
"layan, live, chat, muntidakin, kerja, usaha, cuman, orang, sudiah, tunggu, jam, agen, adia, respon, muntidakin, ageya, bobo",positive,-2 + 3 + 3 + 0 + 2 + -1 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 2 + 0 + 0 + 0 = 6,1
"e, wallet, maling, gua, top, up, saldo, ribu, masuk, bgsat",positive,0 + 0 + 0 + 0 + 5 + 0 + 2 + 0 + 0 + 0 = 7,5
"stop, aplikasi, susah, ampun, top, up, saldo, masukcall, center, telpon, guna",positive,-3 + 0 + 0 + -1 + 5 + 0 + 2 + 0 + 0 + 0 + 1 = 4,1
mantap,positive,5 = 5,5
"maaf, bintang, kenal, nal, aplikasi, terimakasih",negative,-2 + 0 + -3 + 0 + 0 + 5 = 0,3
"bantu, proses, bayar",negative,-3 + 1 + -1 = -3,5
"hati, top, up, kartu, uang, elektronik, aplikasi, kali, isi, saldo, emoney, notifikasi, sukses, saldo, tambah, susah, komplain, haya, chat, contac, us, sedia, suruh, tunggu, bicara, operator, langsung, moga, kritik, bangun, baik, aplikasi, terimakasih",positive,-2 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 2 + 0 + 0 + 3 + 2 + 3 + 0 + 0 + 0 + 3 + 0 + 0 + 2 + 0 + -1 + 0 + 0 + 3 + 1 + 0 + 0 + -3 + 0 + 5 = 21,1
"aplikasi, taikupgrade, akun, bisaudah, tunggu, ujungujung, babi",negative,0 + 0 + 0 + 0 + -1 + 0 + 0 = -1,1
"najis, email, aktip, verifikasi",negative,0 + 0 + 0 + 0 = 0,1
"apk, tahi",negative,0 + 0 = 0,1
"moga, ulang, keluh",positive,1 + 0 + 0 = 1,5
coba,negative,-2 = -2,3
"apk, upgrad, pull, servis, susah, upgrade, kali, upgrade, sue, apk, sesat, auto, delet",positive,0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 3,1
"transaksi, gagal, coba, kali, gagal, kayak",positive,4 + 0 + -2 + 0 + 0 + 0 = 2,1
"tolong, baik, biar, update, full, servic, cepat, tunggu, isi, jta, eh, tarik, tunggu, full, servic, teraima, isi, dokumetasi, tau, mah, menditidakn, dana",negative,-3 + -3 + -1 + 0 + 0 + 0 + -3 + -1 + -2 + 0 + 0 + 2 + -1 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 4 = -10,3
bagus,negative,-2 = -2,1
"upgrade, full, servis, banget, selesai, data, kirim, lentidakao",positive,0 + 0 + 3 + 1 + -2 + 0 + 2 + 0 = 4,1
"aplikasi, aneh, lupa, pin, reset, suruh, login, ulang, eh, saldonyang, hilang, saldo, rebu, rekomended, mending, apk, yangng, akhirnyang, uninstall, please, instal, apk",negative,0 + -4 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 2 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -8,1
"verifikasi, email, lol",negative,0 + 0 + 0 = 0,1
keren,negative,0 = 0,5
jejeu,negative,0 = 0,5
sangatmendukung,negative,0 = 0,5
nan,negative,0 = 0,5
"aplikasi, bayar, login, akun, nomor, kode, verifikasi, guna, gmailnya, nonaktif, google, jarang, aktif, hp, tolong, baik, update, login, akun, link",negative,0 + -1 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + -2 + 0 + -3 + -3 + 0 + 0 + 0 + 0 = -8,1
"lancar, transaksi",negative,-4 + 4 = 0,5
"customer, service, ribet, pengaduanmuter, penjelasansaya, aju, keluh, tolak, kirim, lwat, email, tutup",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 = 2,1
"aplikasi, babi, status, aplikasi, proses, respon, email, sukses, saldo, hilang, sia, sia",positive,0 + 0 + 0 + 0 + 1 + 2 + 0 + 3 + 2 + -3 + 0 + 0 = 5,5
"enak, pakai, linktapi, masuk, link",negative,-5 + 0 + 0 + 0 + 0 = -5,3
"bagus, jelek, sulit, kartu, hilang, praktif, ganti, no, hp, ribet",negative,-2 + 0 + 0 + 0 + -3 + 0 + -3 + 0 + 0 + 0 = -8,1
"kak, mintak, tolong, masuk, linkaja, tampil, menu, awalmelainkan, akun, tampil, verifikasi, akun, emil, sayasedang, emil, daftar, verifikasi, mintak, kode, emilnyabantu, kak, kode, emil",negative,0 + 0 + -3 + 0 + 0 + -1 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -6,5
"aplikasi, ribet, ganti, nomor, grapari, hapus, akun, ngisi, formulir, gilir, ngisi, chat, customer, service, urus, urus, saran, permsudah, ssaja, hapus, akun, customer, service, muntidakin, hapus, akun, verifikasi, wsajah, ssaja, ssudah",negative,0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
"becus, dana, gua, hilang, keamanaan, customer, service, kayak, titid, telpon, o, doang, nama, rifki, nyeselesaiin, masaah, bikin, pusing",negative,-1 + 4 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 = -1,1
bagus,negative,-2 = -2,2
"upgrade, ssaja, susah, pakai, link, ssaja",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,1
upgrade,negative,0 = 0,5
"daftar, pakai, nomor, hp, gagal",negative,-1 + 0 + 0 + 0 + 0 = -1,1
"upgrade, tuju, top, up, upgrade, aplikasi",positive,0 + -3 + 5 + 0 + 0 + 0 = 2,2
"apasih, uninstall, hapus, data, kode, tiket, muncul, otomatis, pas, buka, aplikasi, diclose, muncul, muncul",negative,0 + 0 + 0 + 0 + 0 + 0 + -1 + 3 + 3 + -3 + 0 + 0 + -1 + -1 = 0,1
"akun, linkaja, terbelokir, hasil, telepon, customer, service, ikut, anjur, customer, service, buka, mohon, linkaja, bantu",negative,0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + -2 + 0 + -3 = -5,3
sippp,negative,0 = 0,5
"live, chat, hubung, kendala, susah, hubung, live, cht, email, email, link, aktif, ig, suruh, live, chat, aplikasi, aplikasi, susah, hubung, parah",positive,3 + 3 + -1 + 0 + 0 + -1 + 3 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + -1 + 0 = 10,1
"tolong, aplikasi, link, balikin, uang, pas, transaksi, uang, masuk, saldo, potong",positive,-3 + 0 + 0 + 0 + 0 + 3 + 4 + 0 + 0 + 2 + 0 = 6,1
bagus,negative,-2 = -2,5
good,positive,5 = 5,5
"bismillah, moga, manfaat",positive,4 + 1 + 5 = 10,5
mantap,positive,5 = 5,5
"linkaja, mantap",positive,0 + 5 = 5,5
"layan, tangan, fitur, live, chat, buruk, live, chat, botrobot, otomatis, saldo, potong, refund, jelas, linkaja, salah, dompet, digital, nama, keluh, guna, masyarakat, tangan, live, chat, guna",positive,-2 + 1 + 0 + 3 + 3 + 0 + 3 + 3 + 0 + 3 + 2 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 1 + 3 + 3 + 1 = 24,1
"samgat, bagus",negative,0 + -2 = -2,5
"upgrade, proses, makaya, kasih, bintang",negative,0 + 1 + 0 + -2 + 0 = -1,1
"akun, hilang, link, ajapadahal, saldo",negative,0 + -3 + 0 + 0 + 2 = -1,1
ganggu,negative,0 = 0,1
update,negative,0 = 0,5
"bagus, bantu",negative,-2 + -3 = -5,5
"aneh, pokok, lihat, pesan, notif, linksaja, koneksi, putus, download, game, berat, lancar, mbps, wifi, apk, koneksi, putus, pokok, bikin, kesel",negative,-4 + -3 + 3 + -2 + 0 + 0 + -2 + -3 + 0 + 2 + 0 + -4 + 0 + 0 + 0 + -2 + -3 + -3 + 0 + 0 = -21,1
"kecewa, dentidakn, link, sssaja, deposit, ribu, bank, bri, potong, saldo, masuk, coba, customer, service, upload, struk, transaksi, upload, jujur, sssaja, link, sssaja, proporsional, kalah",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + -2 + 0 + 0 + 0 + 0 + 4 + 0 + -4 + 0 + 0 + 0 + 0 + 0 = 0,1
"apliaksi, eror, datar, suruh, isi, nama, lengkap, isi, eror, isi, nama, lengkap",negative,0 + 0 + 3 + 0 + -2 + 0 + -2 + -2 + 0 + -2 + 0 + -2 = -7,1
"top, up, saldo, indomaret",positive,5 + 0 + 2 + 0 = 7,3
"aplikasi, buruk, buruk",negative,0 + 0 + 0 = 0,1
"tauh, nomor, tuju, aktip, dana, transaksi, parah, nomor, tujuh, salah, aplikasi, menjeebak, sesuai, syariah, bagus, app, nyaseperti, brimo, app, dana, rating, atas",positive,0 + 0 + -3 + 0 + 4 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + -2 + 0 + 0 + 0 + 0 + 4 + 0 + 0 = 10,1
"aplikasi, jelek, tarik, uang, atm, uang, saldo, potong, pentidakduan, customer, service, bikin, habis, pulsa, email, aplikasi, arah, live, chat, selesai, mnggu, saldo, tidakji, masuk, kesini, hapus, aplikasi, tolong, baik, komplain, selesai, cepat",negative,0 + 0 + 2 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + -1 + 3 + 3 + -2 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -3 + -3 + 0 + -2 + -3 = -5,1
ok,positive,4 = 4,5
mantap,positive,5 = 5,4
aman,negative,0 = 0,5
"suka, aplikasi",negative,-3 + 0 = -3,5
"ada, fitur, buat, kartu, e, money, min, transportasi, dll, selesai, kirim, alamat, guna",negative,-4 + 0 + 1 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 2 + 0 + 1 = -2,5
ok,positive,4 = 4,5
"aplikasi, jelek, update, bagus, lot, ribet",negative,0 + 0 + 0 + -2 + 0 + 0 = -2,1
"mantap, ambil, atm, nega",positive,5 + 0 + 0 + 0 = 5,5
ok,positive,4 = 4,5
"aplikasi, tipu, uang, potong, layan, susah",negative,0 + 0 + 0 + 0 + -2 + 0 = -2,1
